S1	S2	Spkr1	Spkr2	DdB1	DdB2
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	68	8	6	0	-3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
34	17	8	10	0	3
