S1	S2	Dist	Spkr1	Spkr2	SpkrD	DdB1	DdB2	DdBD
25	52	0	1	1	1	0	0	99
25	46	0	1	1	1	0	0	99
25	40	0	1	1	1	0	0	99
25	36	0	1	1	1	0	0	99
25	33	0	1	1	1	0	0	99
25	30	0	1	1	1	0	0	99
25	29	0	1	1	1	0	0	99
25	25	0	1	1	1	0	0	99
25	23	0	1	1	1	0	0	99
25	22	0	1	1	1	0	0	99
25	20	0	1	1	1	0	0	99
25	18	0	1	1	1	0	0	99
25	17	0	1	1	1	0	0	99
25	14	0	1	1	1	0	0	99
25	13	0	1	1	1	0	0	99
