S1	S2	Dist	Spkr1	Spkr2	SpkrD	DdB1	DdB2	DdBD
33	68	200	1	1	1	0	0	35
33	61	200	1	1	1	0	0	35
33	53	200	1	1	1	0	0	35
33	48	200	1	1	1	0	0	35
33	44	200	1	1	1	0	0	35
33	40	200	1	1	1	0	0	35
33	38	200	1	1	1	0	0	35
33	33	200	1	1	1	0	0	35
33	31	200	1	1	1	0	0	35
33	29	200	1	1	1	0	0	35
33	26	200	1	1	1	0	0	35
33	24	200	1	1	1	0	0	35
33	22	200	1	1	1	0	0	35
33	19	200	1	1	1	0	0	35
33	17	200	1	1	1	0	0	35
33	68	200	1	1	13	0	0	35
33	61	200	1	1	13	0	0	35
33	53	200	1	1	13	0	0	35
33	48	200	1	1	13	0	0	35
33	44	200	1	1	13	0	0	35
33	40	200	1	1	13	0	0	35
33	38	200	1	1	13	0	0	35
33	33	200	1	1	13	0	0	35
33	31	200	1	1	13	0	0	35
33	29	200	1	1	13	0	0	35
33	26	200	1	1	13	0	0	35
33	24	200	1	1	13	0	0	35
33	22	200	1	1	13	0	0	35
33	19	200	1	1	13	0	0	35
33	17	200	1	1	13	0	0	35
